param,healthy_all_mean_all_corrected,LRTI_mean_all_corrected,COVID_mean_all_corrected,COVIDlow_mean_all_corrected,COVIDmoderate_mean_all_corrected,COVIDsevere_mean_all_corrected,healthy_all_vs_COVID.effsize_all_corrected,healthy_all_vs_COVID.pval_all_corrected,healthy_all_vs_LRTI.pval_all_corrected,LRTI_vs_COVID.pval_all_corrected,COVIDmoderate_vs_healthy_all.pval_all_corrected,COVIDlow_vs_healthy_all.pval_all_corrected,COVIDsevere_vs_healthy_all.pval_all_corrected,COVIDmoderate_vs_COVIDlow.pval_all_corrected,COVIDsevere_vs_COVIDmoderate.pval_all_corrected,COVIDsevere_vs_COVIDlow.pval_all_corrected,COVIDlow_vs_LRTI.pval_all_corrected,COVIDmoderate_vs_LRTI.pval_all_corrected,COVIDsevere_vs_LRTI.pval_all_corrected,healthy_sn_mean_sn_corrected,LRTI_mean_sn_corrected,COVID_mean_sn_corrected,COVIDlow_mean_sn_corrected,COVIDmoderate_mean_sn_corrected,COVIDsevere_mean_sn_corrected,healthy_sn_vs_COVID.effsize_sn_corrected,healthy_sn_vs_COVID.pval_sn_corrected,healthy_sn_vs_LRTI.pval_sn_corrected,LRTI_vs_COVID.pval_sn_corrected,COVIDmoderate_vs_healthy_sn.pval_sn_corrected,COVIDlow_vs_healthy_sn.pval_sn_corrected,COVIDsevere_vs_healthy_sn.pval_sn_corrected,COVIDmoderate_vs_COVIDlow.pval_sn_corrected,COVIDsevere_vs_COVIDmoderate.pval_sn_corrected,COVIDsevere_vs_COVIDlow.pval_sn_corrected,COVIDlow_vs_LRTI.pval_sn_corrected,COVIDmoderate_vs_LRTI.pval_sn_corrected,COVIDsevere_vs_LRTI.pval_sn_corrected,healthy_all_mean_all_log_corrected,LRTI_mean_all_log_corrected,COVID_mean_all_log_corrected,COVIDlow_mean_all_log_corrected,COVIDmoderate_mean_all_log_corrected,COVIDsevere_mean_all_log_corrected,healthy_all_vs_COVID.effsize_all_log_corrected,healthy_all_vs_COVID.pval_all_log_corrected,healthy_all_vs_LRTI.pval_all_log_corrected,LRTI_vs_COVID.pval_all_log_corrected,COVIDmoderate_vs_healthy_all.pval_all_log_corrected,COVIDlow_vs_healthy_all.pval_all_log_corrected,COVIDsevere_vs_healthy_all.pval_all_log_corrected,COVIDmoderate_vs_COVIDlow.pval_all_log_corrected,COVIDsevere_vs_COVIDmoderate.pval_all_log_corrected,COVIDsevere_vs_COVIDlow.pval_all_log_corrected,COVIDlow_vs_LRTI.pval_all_log_corrected,COVIDmoderate_vs_LRTI.pval_all_log_corrected,COVIDsevere_vs_LRTI.pval_all_log_corrected,healthy_sn_mean_sn_log_corrected,LRTI_mean_sn_log_corrected,COVID_mean_sn_log_corrected,COVIDlow_mean_sn_log_corrected,COVIDmoderate_mean_sn_log_corrected,COVIDsevere_mean_sn_log_corrected,healthy_sn_vs_COVID.effsize_sn_log_corrected,healthy_sn_vs_COVID.pval_sn_log_corrected,healthy_sn_vs_LRTI.pval_sn_log_corrected,LRTI_vs_COVID.pval_sn_log_corrected,COVIDmoderate_vs_healthy_sn.pval_sn_log_corrected,COVIDlow_vs_healthy_sn.pval_sn_log_corrected,COVIDsevere_vs_healthy_sn.pval_sn_log_corrected,COVIDmoderate_vs_COVIDlow.pval_sn_log_corrected,COVIDsevere_vs_COVIDmoderate.pval_sn_log_corrected,COVIDsevere_vs_COVIDlow.pval_sn_log_corrected,COVIDlow_vs_LRTI.pval_sn_log_corrected,COVIDmoderate_vs_LRTI.pval_sn_log_corrected,COVIDsevere_vs_LRTI.pval_sn_log_corrected
CD4p_CD45RAn_PD1n_7/CD4p_CD45RAn_7 |freq,0.28519251819852587,0.20288729329162936,0.20498884452699642,0.22497736107234187,0.18067556037874583,0.22197005556400246,-6.598175847207541,1.5933710506335222e-5,0.007794909591033203,0.9454265636437617,1.7580192151944534e-5,0.11043073084162454,0.006413960831502445,0.27700932198982425,0.13753743788833475,0.9405879874423424,0.6236634047945315,0.5157440343343536,0.5721642234853777,0.28519251819852587,0.20288729329162936,0.20498884452699642,0.22497736107234187,0.18067556037874583,0.22197005556400246,-6.598175847207541,1.5933710506335222e-5,0.007794909591033203,0.9454265636437617,1.7580192151944534e-5,0.11043073084162454,0.006413960831502445,0.27700932198982425,0.13753743788833475,0.9405879874423424,0.6236634047945315,0.5157440343343536,0.5721642234853777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CD4p_CD45RAn_PD1p_7/CD4p_CD45RAn_7 |freq,0.7148074818143791,0.797112706805118,0.7950111555407987,0.7750226389910291,0.81932443969059,0.7780299445034684,6.598175850631692,1.5933710389745016e-5,0.007794909541499807,0.9454265629056886,1.7580192024248273e-5,0.11043073060367375,0.006413960795560713,0.27700932210230295,0.13753743792253983,0.9405879873771055,0.6236634043654978,0.5157440349129074,0.5721642229614797,0.7148074818143791,0.797112706805118,0.7950111555407987,0.7750226389910291,0.81932443969059,0.7780299445034684,6.598175850631692,1.5933710389745016e-5,0.007794909541499807,0.9454265629056886,1.7580192024248273e-5,0.11043073060367375,0.006413960795560713,0.27700932210230295,0.13753743792253983,0.9405879873771055,0.6236634043654978,0.5157440349129074,0.5721642229614797,-0.1479002105050856,-0.09570844128767415,-0.09734626749482528,-0.10851891842658995,-0.08336904240783076,-0.10720691050507021,6.668193007587026,1.3215121377854902e-5,0.006857978847169016,0.9318352320788823,2.1816105966746966e-5,0.09503364924963233,0.005045793897635658,0.3231391237867127,0.16982337205044878,0.9585027279624345,0.648916579429737,0.5632747868678893,0.5860877471962391,-0.1479002105050856,-0.09570844128767415,-0.09734626749482528,-0.10851891842658995,-0.08336904240783076,-0.10720691050507021,6.668193007587026,1.3215121377854902e-5,0.006857978847169016,0.9318352320788823,2.1816105966746966e-5,0.09503364924963233,0.005045793897635658,0.3231391237867127,0.16982337205044878,0.9585027279624345,0.648916579429737,0.5632747868678893,0.5860877471962391
CD4p_CD45RAp_CXCR3n_CCR6n_7/CD4p_CD45RAp_7 |freq,0.8492236507498363,0.8404872491978341,0.8723362191520676,0.796021847030916,0.8630482629297069,0.8989659246100845,1.3219624010347009,0.35438407595296473,0.8411402595062236,0.46623557528542225,0.6716432324427961,0.32863773389792017,0.10923146366272854,0.2524636224627272,0.3391999706581289,0.07542171213802992,0.4928785079301914,0.6420567526724044,0.21712137653436767,0.8492236507498363,0.8404872491978341,0.8723362191520676,0.796021847030916,0.8630482629297069,0.8989659246100845,1.3219624010347009,0.35438407595296473,0.8411402595062236,0.46623557528542225,0.6716432324427961,0.32863773389792017,0.10923146366272854,0.2524636224627272,0.3391999706581289,0.07542171213802992,0.4928785079301914,0.6420567526724044,0.21712137653436767,-0.07362548167221611,-0.09181083014391912,-0.06954734993426978,-0.12065594072060377,-0.08296243414182408,-0.045488008458250934,0.3053324323273218,0.8303416599249949,0.5877954763573787,0.5078160177409294,0.7064551181451055,0.2610358784982936,0.23485387794358947,0.4004564423775666,0.19214809794061133,0.09048229733513936,0.5631186380976019,0.8122704284611159,0.20310171907878963,-0.07362548167221611,-0.09181083014391912,-0.06954734993426978,-0.12065594072060377,-0.08296243414182408,-0.045488008458250934,0.3053324323273218,0.8303416599249949,0.5877954763573787,0.5078160177409294,0.7064551181451055,0.2610358784982936,0.23485387794358947,0.4004564423775666,0.19214809794061133,0.09048229733513936,0.5631186380976019,0.8122704284611159,0.20310171907878963
CD4p_CD45RAp_CXCR3p_CCR6n_7/CD4p_CD45RAp_7 |freq,0.12057708924742438,0.11855372176116209,0.09991600382145646,0.17466722760070982,0.10109605825065128,0.08061481197215958,-1.5505520075486836,0.2775344237514485,0.9512451477874524,0.5741942855064788,0.431472013408966,0.18911641650828534,0.08934796452719264,0.09759005130121703,0.47144241188354685,0.03203804451823242,0.25246777173458235,0.6349674908038851,0.28893521752726725,0.12057708924742438,0.11855372176116209,0.09991600382145646,0.17466722760070982,0.10109605825065128,0.08061481197215958,-1.5505520075486836,0.2775344237514485,0.9512451477874524,0.5741942855064788,0.431472013408966,0.18911641650828534,0.08934796452719264,0.09759005130121703,0.47144241188354685,0.03203804451823242,0.25246777173458235,0.6349674908038851,0.28893521752726725,-0.9778873775499055,-1.0244241441302546,-1.08137218768752,-0.9429682243726338,-1.075781908053156,-1.1202114598263428,-3.3015278528035847,0.021830898129351257,0.5475184868756906,0.46253652228596687,0.09695399227419678,0.7180699690962694,0.011127711201353075,0.20422238150297092,0.5097273601526415,0.08552886449037753,0.48010988691959555,0.5517721227282297,0.25467140764295665,-0.9778873775499055,-1.0244241441302546,-1.08137218768752,-0.9429682243726338,-1.075781908053156,-1.1202114598263428,-3.3015278528035847,0.021830898129351257,0.5475184868756906,0.46253652228596687,0.09695399227419678,0.7180699690962694,0.011127711201353075,0.20422238150297092,0.5097273601526415,0.08552886449037753,0.48010988691959555,0.5517721227282297,0.25467140764295665
HLADRp_08/Non-monocytes_08 |freq,0.14236516915942293,0.19033432001513234,0.26108683557659507,0.22480893907224045,0.2441140446405244,0.3067619050560225,7.680951461823002,7.004293016486839e-6,0.18600890538630235,0.06478642648564666,0.0015374289257118602,0.09969389324353281,3.303286057863289e-5,0.7227718492546282,0.152053397583266,0.16152537856025387,0.5477965925218597,0.20537009817665908,0.015209661320845275,0.14236516915942293,0.19033432001513234,0.26108683557659507,0.22480893907224045,0.2441140446405244,0.3067619050560225,7.680951461823002,7.004293016486839e-6,0.18600890538630235,0.06478642648564666,0.0015374289257118602,0.09969389324353281,3.303286057863289e-5,0.7227718492546282,0.152053397583266,0.16152537856025387,0.5477965925218597,0.20537009817665908,0.015209661320845275,-0.9070828582685532,-0.8301938123467902,-0.614172418176271,-0.6522031988841637,-0.677573246289021,-0.5017450981019823,7.675913723538231,5.929878494576277e-6,0.3762598503254899,0.019697277601161488,0.0033513801534600512,0.039693183025800494,2.0962432674390772e-5,0.8494920514569527,0.09437626021198921,0.2891111035380743,0.20431472630308953,0.13565815815588153,0.004307246284039005,-0.9070828582685532,-0.8301938123467902,-0.614172418176271,-0.6522031988841637,-0.677573246289021,-0.5017450981019823,7.675913723538231,5.929878494576277e-6,0.3762598503254899,0.019697277601161488,0.0033513801534600512,0.039693183025800494,2.0962432674390772e-5,0.8494920514569527,0.09437626021198921,0.2891111035380743,0.20431472630308953,0.13565815815588153,0.004307246284039005
CD8_CD45RAn_CCR7p_5/CD8p_5 |freq,0.055245244239904644,0.1075599659899831,0.03020084009687917,0.0166368696571089,0.037243050037950275,0.027789353044430826,-2.847386368171621,0.041599880208063225,0.012731559462830846,2.721715292080282e-4,0.27360663798038076,0.17077135346882055,0.06277725642992113,0.49238474787186304,0.6010101642704202,0.7011687895335591,0.006278542616172563,0.0032087158667607864,4.869572222454552e-4,0.055245244239904644,0.1075599659899831,0.03020084009687917,0.0166368696571089,0.037243050037950275,0.027789353044430826,-2.847386368171621,0.041599880208063225,0.012731559462830846,2.721715292080282e-4,0.27360663798038076,0.17077135346882055,0.06277725642992113,0.49238474787186304,0.6010101642704202,0.7011687895335591,0.006278542616172563,0.0032087158667607864,4.869572222454552e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G1_5/CD4_CD45RAp_CCR7n_5 |freq,0.021771820870594184,0.016416180708882153,0.052390104813650376,0.03334998461095361,0.05939933123042217,0.05148098325606015,4.784946085741757,6.453642179573855e-4,0.7065018166302389,0.011942291749952727,0.0018603731550065725,0.543790040194191,0.004479246559741692,0.20517557162652378,0.5339155383801731,0.3561330188373063,0.4353092411555164,0.008400990353792884,0.02015291744334294,0.021771820870594184,0.016416180708882153,0.052390104813650376,0.03334998461095361,0.05939933123042217,0.05148098325606015,4.784946085741757,6.453642179573855e-4,0.7065018166302389,0.011942291749952727,0.0018603731550065725,0.543790040194191,0.004479246559741692,0.20517557162652378,0.5339155383801731,0.3561330188373063,0.4353092411555164,0.008400990353792884,0.02015291744334294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CD4_02/CD8_02 | Ratio,3.1690347021201006,6.45973811655115,4.791392801930935,5.611839184470165,3.5706471305382785,5.511363990261074,2.0736170456861265,0.13304163299138938,0.1047590603981222,0.4047144559565795,0.7798784849432321,0.29662060425282455,0.07500671531731579,0.4157735583684291,0.22385589216744636,0.9670520475065201,0.7741935883320378,0.19872627732644535,0.6648656386061137,3.1690347021201006,6.45973811655115,4.791392801930935,5.611839184470165,3.5706471305382785,5.511363990261074,2.0736170456861265,0.13304163299138938,0.1047590603981222,0.4047144559565795,0.7798784849432321,0.29662060425282455,0.07500671531731579,0.4157735583684291,0.22385589216744636,0.9670520475065201,0.7741935883320378,0.19872627732644535,0.6648656386061137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CD4_03/CD8_03 | Ratio,1.8597150885903355,2.600283638311471,1.7397252599394866,2.333064579524806,0.9701926270228015,2.198240022536606,-0.4315788013921258,0.749387608077827,0.29083854617726884,0.2133256552464644,0.06779211790049178,0.5689627911098207,0.44321660792612194,0.12269188479411164,0.02127074461887869,0.8746958328366276,0.7885048707616039,0.030290158891399896,0.5735300615403465,1.8597150885903355,2.600283638311471,1.7397252599394866,2.333064579524806,0.9701926270228015,2.198240022536606,-0.4315788013921258,0.749387608077827,0.29083854617726884,0.2133256552464644,0.06779211790049178,0.5689627911098207,0.44321660792612194,0.12269188479411164,0.02127074461887869,0.8746958328366276,0.7885048707616039,0.030290158891399896,0.5735300615403465,0.23257056945003393,0.2433634940251535,0.1891294998864805,0.28900054797557895,0.08799939891565295,0.244973655814158,-1.1371228591858398,0.40064850645562333,0.9110652073814196,0.5692832475774345,0.0317425515932315,0.621935205569401,0.8391683750868403,0.09865320898122872,0.03237959929014008,0.7085066212119697,0.742649137247783,0.13398734839543472,0.987755030093936,0.23257056945003393,0.2433634940251535,0.1891294998864805,0.28900054797557895,0.08799939891565295,0.244973655814158,-1.1371228591858398,0.40064850645562333,0.9110652073814196,0.5692832475774345,0.0317425515932315,0.621935205569401,0.8391683750868403,0.09865320898122872,0.03237959929014008,0.7085066212119697,0.742649137247783,0.13398734839543472,0.987755030093936
Th1_02/Th2_02 | Ratio,2.3882505114306616,2.3142997826967036,2.4122503008816647,2.0768688077069335,2.7703844659776817,2.2352900201968176,0.15263250464827663,0.9114327072009965,0.850437956145101,0.8008168748361114,0.18432752110849362,0.5019389968987102,0.5443980853980355,0.16636413654197185,0.08918516290557897,0.740618018975294,0.6717839804277794,0.2860387512977427,0.8450235056709021,2.3882505114306616,2.3142997826967036,2.4122503008816647,2.0768688077069335,2.7703844659776817,2.2352900201968176,0.15263250464827663,0.9114327072009965,0.850437956145101,0.8008168748361114,0.18432752110849362,0.5019389968987102,0.5443980853980355,0.16636413654197185,0.08918516290557897,0.740618018975294,0.6717839804277794,0.2860387512977427,0.8450235056709021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Time_02/Cells_02/Singlets1_02/Singlets2_02/Live_02/CD45p_02/T_02/CD4_02/CD4_CCR4p_02 | Count_back,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.719786700182593,4.632799610826713,4.413191296769172,4.642723125396415,4.3696261071306,4.403264582847687,-7.9227021685425445,4.692672899585289e-8,0.3744046903511493,0.024705346793094825,1.1524793175027147e-6,0.5235392931879488,1.240832095070056e-6,0.033557621452156884,0.6511752356638645,0.05517261507288522,0.9435423836234498,0.013628083199072032,0.02479985837733885,4.719786700182593,4.632799610826713,4.413191296769172,4.642723125396415,4.3696261071306,4.403264582847687,-7.9227021685425445,4.692672899585289e-8,0.3744046903511493,0.024705346793094825,1.1524793175027147e-6,0.5235392931879488,1.240832095070056e-6,0.033557621452156884,0.6511752356638645,0.05517261507288522,0.9435423836234498,0.013628083199072032,0.02479985837733885
Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06 | Count_back,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.365069253542069,6.45856594666472,6.324966913672016,6.27158646651343,6.308234585700165,6.351112551804241,-1.4458611364699283,0.28221701765309254,0.19046296504490748,0.05833248392883413,0.23733054102123155,0.24496801135162974,0.7590982368098779,0.6648798110448281,0.4179368601035147,0.33994028931261755,0.06351766470873986,0.051514352328474164,0.1538731521870015,6.365069253542069,6.45856594666472,6.324966913672016,6.27158646651343,6.308234585700165,6.351112551804241,-1.4458611364699283,0.28221701765309254,0.19046296504490748,0.05833248392883413,0.23733054102123155,0.24496801135162974,0.7590982368098779,0.6648798110448281,0.4179368601035147,0.33994028931261755,0.06351766470873986,0.051514352328474164,0.1538731521870015
Time_7/Cells_7/Singlets1_7/Singlets2_7/CD3p_CD4p_T_7/CD4p_CD45RAn_7/CD4p_CD45RAn_CXCR3p_CCR6n_7/CD4p_CD45RAn_CXCR3p_CCR6n_PD1n_7 | Count_back,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.134803169413149,4.089984492851877,3.74245292055468,3.9691270301132775,3.7945635871493226,3.6284900765891814,-7.068259582728477,3.7329322458641043e-6,0.7516699042949977,0.01637958035187562,0.001552616291169583,0.32413666229928517,2.4978846563481666e-6,0.33749557609658287,0.18129713704180866,0.060311863826477685,0.5527978077234015,0.061105486742417545,0.0034254422602563485,4.134803169413149,4.089984492851877,3.74245292055468,3.9691270301132775,3.7945635871493226,3.6284900765891814,-7.068259582728477,3.7329322458641043e-6,0.7516699042949977,0.01637958035187562,0.001552616291169583,0.32413666229928517,2.4978846563481666e-6,0.33749557609658287,0.18129713704180866,0.060311863826477685,0.5527978077234015,0.061105486742417545,0.0034254422602563485
Time_7/Cells_7/Singlets1_7/Singlets2_7/CD3p_CD4p_T_7/CD4p_CD45RAn_7/CD4p_CD45RAn_CXCR3p_CCR6n_7/CD4p_CD45RAn_CXCR3p_CCR6n_TIM3n_PD1n_7 | Count_back,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.150514712239497,4.0948616031664375,3.756418763734153,3.9779607436395787,3.8128756082458666,3.640016026099404,-7.094523006605032,3.457303399853434e-6,0.6944872364569272,0.0193527306728957,0.0016898634429045442,0.30457974682391736,2.1178868475466415e-6,0.364314595648887,0.16437365807303553,0.06233684712531487,0.5657697186618795,0.07362729013346299,0.0038957666813694697,4.150514712239497,4.0948616031664375,3.756418763734153,3.9779607436395787,3.8128756082458666,3.640016026099404,-7.094523006605032,3.457303399853434e-6,0.6944872364569272,0.0193527306728957,0.0016898634429045442,0.30457974682391736,2.1178868475466415e-6,0.364314595648887,0.16437365807303553,0.06233684712531487,0.5657697186618795,0.07362729013346299,0.0038957666813694697
CD8_01/T_01 |freq,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.6350106023616863,-0.6920613235760019,-0.6621683539663243,-0.7157071103454855,-0.572468274877041,-0.7235384159898067,-0.7007668727454546,0.6093970804208719,0.5649803359703452,0.7605917187358298,0.3635027077302899,0.5179871971668518,0.1657678397950005,0.2772558198168832,0.04890600165965981,0.9515783509262935,0.8742494038340975,0.2644166715856642,0.7617504950596765,-0.6350106023616863,-0.6920613235760019,-0.6621683539663243,-0.7157071103454855,-0.572468274877041,-0.7235384159898067,-0.7007668727454546,0.6093970804208719,0.5649803359703452,0.7605917187358298,0.3635027077302899,0.5179871971668518,0.1657678397950005,0.2772558198168832,0.04890600165965981,0.9515783509262935,0.8742494038340975,0.2644166715856642,0.7617504950596765
CD4_CD45RAn_CCR7n_03/CD4_03 |freq,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.0957421145309039,-1.157398804144107,-0.8079633691324397,-0.5731233579063798,-0.7411323294710854,-0.9028573193702222,4.158253965035905,0.0025431214265476316,0.722940279894031,0.04329066986022943,0.004287371413296444,0.013554515840535361,0.08363732175407175,0.44846894197847675,0.2249743263072484,0.12782707612779337,0.022505392518936528,0.02838165017125833,0.16109600049767392,-1.0957421145309039,-1.157398804144107,-0.8079633691324397,-0.5731233579063798,-0.7411323294710854,-0.9028573193702222,4.158253965035905,0.0025431214265476316,0.722940279894031,0.04329066986022943,0.004287371413296444,0.013554515840535361,0.08363732175407175,0.44846894197847675,0.2249743263072484,0.12782707612779337,0.022505392518936528,0.02838165017125833,0.16109600049767392
CD8_03/T_03 |freq,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4934909179084462,-0.5515973309251987,-0.4726347900261618,-0.5204229681967332,-0.4043769666606218,-0.5142451440159562,0.8481122481680478,0.5304219731952351,0.3470967446246277,0.19549702735449928,0.0390097343683155,0.7149485354657841,0.5963907454350216,0.13742972245947543,0.01994907739278599,0.9349284459759718,0.7236158798188514,0.026761949961029454,0.55334002727696,-0.4934909179084462,-0.5515973309251987,-0.4726347900261618,-0.5204229681967332,-0.4043769666606218,-0.5142451440159562,0.8481122481680478,0.5304219731952351,0.3470967446246277,0.19549702735449928,0.0390097343683155,0.7149485354657841,0.5963907454350216,0.13742972245947543,0.01994907739278599,0.9349284459759718,0.7236158798188514,0.026761949961029454,0.55334002727696
CD19p_IgMn_CD27n_IgGp_4/B_4 |freq,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.7748226970637064,-1.2310503184344257,-1.450154341086145,-1.2577633928354173,-1.290408220513379,-1.6151466183284695,3.434341978923377,0.012853648612306166,0.025819709401850622,0.35819111133767456,0.004573635026393779,0.05961928033435857,0.29807972554878426,0.9106282036095877,0.08049797859000812,0.20793521579900928,0.9360248361785269,0.8180192764472773,0.1263775895786564,-1.7748226970637064,-1.2310503184344257,-1.450154341086145,-1.2577633928354173,-1.290408220513379,-1.6151466183284695,3.434341978923377,0.012853648612306166,0.025819709401850622,0.35819111133767456,0.004573635026393779,0.05961928033435857,0.29807972554878426,0.9106282036095877,0.08049797859000812,0.20793521579900928,0.9360248361785269,0.8180192764472773,0.1263775895786564
CD19p_IgMn_CD27p_IgGp_4/B_4 |freq,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.291291305569352,-0.8504513112692529,-1.2663306462766757,-0.8266971001578937,-1.2859475723192977,-1.3515043374329885,0.3002479942610331,0.8244037602529496,0.03384212999419025,0.041949410379351945,0.9660178302214681,0.0465739019244555,0.6530163243624588,0.06695580061891988,0.6821957801026463,0.03090540226719458,0.9388693981531073,0.04952401943534806,0.018902898924434742,-1.291291305569352,-0.8504513112692529,-1.2663306462766757,-0.8266971001578937,-1.2859475723192977,-1.3515043374329885,0.3002479942610331,0.8244037602529496,0.03384212999419025,0.041949410379351945,0.9660178302214681,0.0465739019244555,0.6530163243624588,0.06695580061891988,0.6821957801026463,0.03090540226719458,0.9388693981531073,0.04952401943534806,0.018902898924434742
CD4p_CD45RAn_TIM3n_PD1p_7/CD4p_CD45RAn_7 |freq,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.18188165552638602,-0.13932054879065764,-0.13789973469660743,-0.15198519906395147,-0.12169883101203172,-0.14902698520078284,5.201081142699372,5.452009195871029e-4,0.04639987112680362,0.9470031299134389,3.170111694844749e-4,0.25417307524799243,0.04027914531969065,0.2863570596221882,0.15781750568373185,0.916262127388627,0.6865628493586214,0.4591191270862126,0.6798955601171854,-0.18188165552638602,-0.13932054879065764,-0.13789973469660743,-0.15198519906395147,-0.12169883101203172,-0.14902698520078284,5.201081142699372,5.452009195871029e-4,0.04639987112680362,0.9470031299134389,3.170111694844749e-4,0.25417307524799243,0.04027914531969065,0.2863570596221882,0.15781750568373185,0.916262127388627,0.6865628493586214,0.4591191270862126,0.6798955601171854
